_id,index,id,Year,Type,Country,State,Activity,Sex,Age,Injury
6696ff4dc10ca7acadf71537,0,0,2024,Unprovoked,AUSTRALIA,Queensland,Swimming,F,13,"Minor injuries to back, abdomen and legs"
6696ff4dc10ca7acadf71538,1,1,2024,Unprovoked,USA,Hawaii,Surfing,M,NaN,"No injury, shark bit surfboard"
6696ff4dc10ca7acadf71539,2,2,2024,Unprovoked,USA,Hawaii,Swimming,F,11,Lacerations to left foot
6696ff4dc10ca7acadf7153a,3,3,2024,Unprovoked,AUSTRALIA,Western Australia,NaN,F,46,Leg bitten
6696ff4dc10ca7acadf7153b,4,4,2024,Unprovoked,INDIA,Maharashtra,Fishing,M,32,Calf of lower left leg injured
6696ff4dc10ca7acadf7153c,5,5,2024, Provoked,TRINIDAD,NaN,Spearfishing,M,NaN,Shoulder bitten
6696ff4dc10ca7acadf7153d,6,6,2024,Unprovoked,AUSTRALIA,New  South Wales,Swimming,F,29,Right leg bitten
6696ff4dc10ca7acadf7153e,7,7,2024,Unprovoked,BAHAMAS,Paradise Island,Swimming,M,10,Right leg injured 
6696ff4dc10ca7acadf7153f,8,8,2024,Unprovoked,AUSTRALIA,South Australia,Surfing,M,64,Leg bitten
6696ff4dc10ca7acadf71540,9,9,2024,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,62,Provoked incident. Lacerations and puncture wounds to hand and calf from hooked shark 
6696ff4dc10ca7acadf71541,10,10,2023,Unprovoked,USA,Hawaii,Surfing,M,39,FATAL
6696ff4dc10ca7acadf71542,11,11,2023,Unprovoked,MEXICO,Sonora,Free diving,M,22,FATAL
6696ff4dc10ca7acadf71543,12,12,2023,Unprovoked,AUSTRALIA,South Australia,Surfing,M,15,FATAL
6696ff4dc10ca7acadf71544,13,13,2023,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,16,Injury to right thigh
6696ff4dc10ca7acadf71545,14,14,2023,Unprovoked,AUSTRALIA,Western Australia,Foil Boarding,M,46,Puncture wounds to right ankle
6696ff4dc10ca7acadf71546,15,15,2023,Unprovoked,NEW ZEALAND,South Island,Wading,F,21,Significant injury to leg
6696ff4dc10ca7acadf71547,16,16,2023,Questionable,MEXICO,Guerrero,Swimming,M,66,FATAL
6696ff4dc10ca7acadf71548,17,17,2023,Questionable,MEXICO,Guerrero,Swimming,F,52,Injury to lower left leg
6696ff4dc10ca7acadf71549,18,18,2023,Unprovoked,AUSTRALIA,Queensland,Snorkeling,M,20,Leg severely  injured
6696ff4dc10ca7acadf7154a,19,19,2023,Unprovoked,BAHAMAS,New Providence   Isoad,Paddle boarding,F,44,FATAL
6696ff4dc10ca7acadf7154b,20,20,2023,Unprovoked,MEXICO,Jalisco,Swimming,F,26,FATAL
6696ff4dc10ca7acadf7154c,21,21,2023,Unprovoked,AUSTRALIA,Queensland,Swimming,M,21,Puncture wounds to right upper arm
6696ff4dc10ca7acadf7154d,22,22,2023,Unprovoked,BAHAMAS,Grand  Bahama Island,Scuba diving,F,47,FATAL
6696ff4dc10ca7acadf7154e,23,23,2023,Unprovoked,AUSTRALIA,South Australia,Free diving,F,32,Injuries to scalp and face
6696ff4dc10ca7acadf7154f,24,24,2023,Unprovoked,USA,Florida,Swimming,M,66,Lacerations to right forearm
6696ff4dc10ca7acadf71550,25,25,2023,Unprovoked,AUSTRALIA,Westerm Australia,Spearfishing,M,NaN,Minor injury
6696ff4dc10ca7acadf71551,26,26,2023,Unprovoked,NEW ZEALAND,North Island,Free diving,M,NaN,Minor injury. Wetsuit shredded
6696ff4dc10ca7acadf71552,27,27,2023,Questionable,EGYPT,Southern Red Sea,Scuba diving,M,66,No injury. No attack; the shark  simply head-butted him
6696ff4dc10ca7acadf71553,28,28,2023,Unprovoked,AUSTRALIA,South Australia,Surfing,M,55,FATAL
6696ff4dc10ca7acadf71554,29,29,2023,Unprovoked,USA,Hawaii,Surfing,M,30,Bite to right thigh
6696ff4dc10ca7acadf71555,30,30,2023,Provoked,Mexico,Quintana Roo,Fishing,M,59,Both arms injured
6696ff4dc10ca7acadf71556,31,31,2023,Watercraft,AUSTRALIA,Western Australia,Fishing,M,NaN, Dinghy damaged by shark. No injurty to the 5 men onboard
6696ff4dc10ca7acadf71557,32,32,2023,Unprovoked,BELIZE,Belize District,Snorkeling,F,8,Foot injured
6696ff4dc10ca7acadf71558,33,33,2023,Unprovoked,USA,Hawaii,Surfing,M,50,Left leg and hand injured
6696ff4dc10ca7acadf71559,34,34,2023,Unprovoked,USA,California,Surfing,M,52,Minor linjury to left lower leg 
6696ff4dc10ca7acadf7155a,35,35,2023,Unprovoked,USA,Hawaii,Surfing,F,45,Minor injury. Shark bit surfboard
6696ff4dc10ca7acadf7155b,36,36,2023,Unprovoked,AUSTRALIA,South Australia,Swimming,F,64,Minor injury. Shark bit surfboard
6696ff4dc10ca7acadf7155c,37,37,2023,Unprovoked,USA,California,Swimming,M,52,Body not recovered
6696ff4dc10ca7acadf7155d,38,38,2023,Unprovoked,USA,South Carolina,Swimming,M,NaN,Non-lifethreatening injuries
6696ff4dc10ca7acadf7155e,39,39,2023,Unprovoked,EGYPT,South Sinai,Swimming,F,34,"Left arm severely bitten, surgically amputated"
6696ff4dc10ca7acadf7155f,40,40,2023,Questionable,USA,Florida,Surfing,M,38,Llacerations to face and chin
6696ff4dc10ca7acadf71560,41,41,2023,Unprovoked,USA,Florida,Surfing,M,NaN,Bite to lower back
6696ff4dc10ca7acadf71561,42,42,2023,Unprovoked,PHILIPPINES,Bolinao,Fishing,M,NaN,Laceration to left thigh
6696ff4dc10ca7acadf71562,43,43,2023,Watercraft,Coral Sea,NaN,On a round-the-world expedition,M,NaN,Catamaran severely damaged by sharks. No injurty to the 3 men onboard
6696ff4dc10ca7acadf71563,44,44,2023,Unprovoked,USA,Florida,Surfing,M,30s,Left hand bitten
6696ff4dc10ca7acadf71564,45,45,2023,Unprovoked,USA,Florida,Wading,F,37,Right foot bitten
6696ff4dc10ca7acadf71565,46,46,2023,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,44,Severe injuries to lower limbs
6696ff4dc10ca7acadf71566,47,47,2023,Unprovoked,USA,North Carolina,Wading,NaN,9,Minor injury to shoulder
6696ff4dc10ca7acadf71567,48,48,2023,Watercraft,USA,California,Kayak fishing,M,19,"Shark bit kayak, no injury to occupant"
6696ff4dc10ca7acadf71568,49,49,2023,Questionable,BAHAMAS,New Providence   Isoad,NaN,M,20/30,Body found with shark bites. Possible drowning. Cause of Death Unknown
6696ff4dc10ca7acadf71569,50,50,2023,Unprovoked,SPAIN,Valencia,Wading,M,35,Minor lacerations to right foot
6696ff4dc10ca7acadf7156a,51,51,2023,Provoked,PORTUGAL,Norte,Fishing,M,NaN,Leg bitten
6696ff4dc10ca7acadf7156b,52,52,2023,Unprovoked,SAMOA,Savai'i island,Towing a dead whale out to sea,M,NaN,FATAL
6696ff4dc10ca7acadf7156c,53,53,2023,Unprovoked,USA,New York,Wading,F,65,Laceration to left posterior thigh
6696ff4dc10ca7acadf7156d,54,54,2023,Unprovoked,USA,Florida,Surfing,M,22,Ankle injured
6696ff4dc10ca7acadf7156e,55,55,2023,Unprovoked,USA,Florida,Spearfishing,M,22,Lower leg bitten
6696ff4dc10ca7acadf7156f,56,56,2023,Unprovoked,USA,Florida,Swimming,F,26,Superficial injuries to abomen and thighs
6696ff4dc10ca7acadf71570,57,57,2023,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,20s,Laceration to leg
6696ff4dc10ca7acadf71571,58,58,2023,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,M,77,Lower left leg bitten
6696ff4dc10ca7acadf71572,59,59,2023,Unprovoked,USA,South Carolina,Boogie boarding,M,60,Right foot injured
6696ff4dc10ca7acadf71573,60,60,2023,Unprovoked,COLOMBIA,San Andrés Island,Freediving,M,38,"Lower right leg bittenLa Patria, 7/20/2023w"
6696ff4dc10ca7acadf71574,61,61,2023,Unprovoked,USA,Florida,Sitting,M,49,Superficial injury to back
6696ff4dc10ca7acadf71575,62,62,2023,Unprovoked,USA,Florida,Surfing,M,21,Severe injury to foot
6696ff4dc10ca7acadf71576,63,63,2023,Watercraft,SOUTH AFRICA,Eastern Cape Province,Watching the sardine run,NaN,NaN,"No injury to occupants, shark defated boat"
6696ff4dc10ca7acadf71577,64,64,2023,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,F,42,Serious injury to right leg
6696ff4dc10ca7acadf71578,65,65,2023,Unprovoked,USA,New York,Standing,F,NaN,Puncture wounds to thigh
6696ff4dc10ca7acadf71579,66,66,2023,Unprovoked,USA,New York,Swimming,M,49,Injury to right hand
6696ff4dc10ca7acadf7157a,67,67,2023,Unprovoked,USA,New York,Swimming,M,47,Laceration to right knee
6696ff4dc10ca7acadf7157b,68,68,2023,Unprovoked,USA,New York,Surfing,M,15,Injury to left heel and toes
6696ff4dc10ca7acadf7157c,69,69,2023,Unprovoked,USA,New York,Swimming,F,15,3 small puncture wounds to left leg
6696ff4dc10ca7acadf7157d,70,70,2023,Unprovoked,USA,Florida,Swimming,F,!2,Multiple puncture wounds to right thigh
6696ff4dc10ca7acadf7157e,71,71,2023,Unprovoked,USA,Florida,Fishing,M,NaN,Hand bitten
6696ff4dc10ca7acadf7157f,72,72,2023,Unprovoked,USA,Hawaii,Filming,M,NaN,Sharks bit their inflatable boats
6696ff4dc10ca7acadf71580,73,73,2023,Unprovoked,EGYPT,Red Sea Protectorate,Swimming,M,24,Fatal
6696ff4dc10ca7acadf71581,74,74,2023,Unprovoked,BAHAMAS,Freeport,Scuba diving,F,73,Calf severely bitten
6696ff4dc10ca7acadf71582,75,75,2023,Unprovoked,FRENCH POLYNESIA,Tahiti,Kite surfing,F,25,Buttock bitten
6696ff4dc10ca7acadf71583,76,76,2023,Unprovoked,NEW CALEDONIA,Poum,Spearfishing,M,42,"Fatal, bite to leg, shoulder and head"
6696ff4dc10ca7acadf71584,77,77,2023,Unprovoked,TURKS and CaICOS,Providenciales Island,Snorkeling,F,22,Left foot severed
6696ff4dc10ca7acadf71585,78,78,2023,Questionable,BAHAMAS,Lucayan Lucayan Archipelago,Jumped overboard,M,18,"Presumed fatal, body not recovered"
6696ff4dc10ca7acadf71586,79,79,2023,Unprovoked,USA,New Jersey,Surfing,F,15,Lacerations to left foot and calf
6696ff4dc10ca7acadf71587,80,80,2023,Provoked,USA,Florida,Fishing,M,35,PROVOKED INCIDENT   Hooked shark bit his foot
6696ff4dc10ca7acadf71588,81,81,2023,Unprovoked,USA,Florida,Spearfishing,M,20, 
6696ff4dc10ca7acadf71589,82,82,2023,Unprovoked,USA,South Carolina,Swimming,F,24,Minor inuries to right knee
6696ff4dc10ca7acadf7158a,83,83,2023,Unprovoked,AUSTRALIA,South Australia,Surfing,M,46,FATAL
6696ff4dc10ca7acadf7158b,84,84,2023,Unprovoked,USA,Florida,Sitting,F,13,Multiple bites
6696ff4dc10ca7acadf7158c,85,85,2023,Provoked,USA,Hawaii,Kayak fishing,M,NaN,"Shark bit kayak, no inury to occupant"
6696ff4dc10ca7acadf7158d,86,86,2023, Provoked,CUBA,Mayabeque,Spearfishing,M,NaN,FATAL
6696ff4dc10ca7acadf7158e,87,87,2023,Unprovoked,USA,Florida,Spearfishing,M,22,Injury to lower leg
6696ff4dc10ca7acadf7158f,88,88,2023,Unprovoked,SOUTH AFRICA,Easten Cape Province,Surfing,M,50s,Leg injured
6696ff4dc10ca7acadf71590,89,89,2023,Unprovoked,SOUTH AFRICA,Easten Cape Province,Diving for crayfish,M,39,Shoulder injured
6696ff4dc10ca7acadf71591,90,90,2023,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,NaN,Minor injuries
6696ff4dc10ca7acadf71592,91,91,2023,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,M,11,Cuts to leg
6696ff4dc10ca7acadf71593,92,92,2023,Unprovoked,USA,Florida,Spearfishing,M,NaN,Minor injury to lower right leg
6696ff4dc10ca7acadf71594,93,93,2023,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,30,Bite to right arm
6696ff4dc10ca7acadf71595,94,94,2023,Unprovoked,USA,Florida,Windsurfing,F,50s,Lacerations to leg
6696ff4dc10ca7acadf71596,95,95,2023,Watercraft,USA,Florida,Kayak fishing,M,NaN,"No injury, kayak damaged"
6696ff4dc10ca7acadf71597,96,96,2023,Unprovoked,USA,Hawaii,Surfing,M,58,Injuries to right foot 
6696ff4dc10ca7acadf71598,97,97,2023,Unprovoked,USA,Florida,Kite-Surfing,M,67,Lacertions to right calf
6696ff4dc10ca7acadf71599,98,98,2023,Provoked,CUBA,Artemisa,Fishing,M,17,Arm bitten
6696ff4dc10ca7acadf7159a,99,99,2023,Unprovoked,AUSTRALIA,Western Australia,Wading,M,30s,Lower left leg and foot injured
6696ff4dc10ca7acadf7159b,100,100,2023,Unprovoked,USA,Hawaii,Swimming,M,60,Left hand and  left leg.
6696ff4dc10ca7acadf7159c,101,101,2023,Questionable,MEXICO,Quintana Roo,Swimming,M,10,Significant  injury to leg 
6696ff4dc10ca7acadf7159d,102,102,2023,Unprovoked,AUSTRALIA,Western Australia,Surf-sking,F,NaN,NaN
6696ff4dc10ca7acadf7159e,103,103,2023,Unprovoked,BRAZIL,Pernambuco,Swimming,F,15,Left arm severly injured
6696ff4dc10ca7acadf7159f,104,104,2023,Unprovoked,BRAZIL,Pernambuco,Swimming,M,14,Right thigh bitten resulting in surgical amputation
6696ff4dc10ca7acadf715a0,105,105,2023,Unprovoked,SEYCHELLES,Praslin Island,Snorkeling,M,6,Left foot bitten
6696ff4dc10ca7acadf715a1,106,106,2023,Unprovoked,BRAZIL,Pernambuco,Surfing,M,32,Injuries to left thih and calf
6696ff4dc10ca7acadf715a2,107,107,2023,Unprovoked,NEW CALEDONIA,South Province,Swimming,M,59,"FATAL, Multiple injuries"
6696ff4dc10ca7acadf715a3,108,108,2023,Unprovoked,USA,Florida,Surfing,M,60,Injury to lower leg
6696ff4dc10ca7acadf715a4,109,109,2023,Questionable,ARGENTINA,Patagonia,NaN,M,32,Death by misadventure
6696ff4dc10ca7acadf715a5,110,110,2023,Questionable,FIJI,Taveuni Island,Spearfishing,M,41,Questionable
6696ff4dc10ca7acadf715a6,111,111,2023,Unprovoked,AUSTRALIA,Western Australia,Swimming,F,16,Fatal
6696ff4dc10ca7acadf715a7,112,112,2023,Unprovoked,AUSTRALIA,Queensland,Fishing,M,8,Minor injury to chest 
6696ff4dc10ca7acadf715a8,113,113,2023,Unprovoked,NEW CALEDONIA,South Province,Swimming,M,49,"Hands, back and thigh inujured"
6696ff4dc10ca7acadf715a9,114,114,2023,Unprovoked,USA,Florida,Swimming,M,34,Lacerations to leg
6696ff4dc10ca7acadf715aa,115,115,2023,Unprovoked,MeXICO,Gulf of California,Diving with  surface-supplied air,M,53,Fatal
6696ff4dc10ca7acadf715ab,116,116,2023,Provoked,USA,Florida,Spearishing,M,30,Knocked spear out of his hands and fin bitten
6696ff4dc10ca7acadf715ac,117,117,2023,Provoked,Maldives,Vaavu Atoll,Snorkeling at Shark Feeding site,F,30,Minor injury to shoulder and back
6696ff4dc10ca7acadf715ad,118,118,2022,Provoked,South Africa,KNZ,Diving/Shark Feeding,M,26,Hamd bitten
6696ff4dc10ca7acadf715ae,119,119,2022,Unprovoked,USA,Hawaii,Swimming,M,68,"Lower left torso, defensive wounds to hands"
6696ff4dc10ca7acadf715af,120,120,2022,Unprovoked,AUSTRALIA,New South ales,Swimming,M,15,Lower leg.h bitten
6696ff4dc10ca7acadf715b0,121,121,2022,Unprovoked,USA,Samoa,Diving,M,43,Left leg bitten
6696ff4dc10ca7acadf715b1,122,122,2022,Unprovoked,USA,Hawaii,Snorkeling,F,60,Fatal attack
6696ff4dc10ca7acadf715b2,123,123,2022,Unprovoked,USA,Texas,Surfing,M,NaN,Foot bitten
6696ff4dc10ca7acadf715b3,124,124,2022,Unprovoked,USA,Florida,Swimming,F,10,Foot bitten
6696ff4dc10ca7acadf715b4,125,125,2022,Unprovoked,USA,California,Swimming,F,50,Shallow punctures & lacerations to right thigh
6696ff4dc10ca7acadf715b5,126,126,2022,Provoked,USA,Florida,Fishing,M,29,Right knee & thigh bitten by hooked shark
6696ff4dc10ca7acadf715b6,127,127,2022,Unprovoked,USA,California,Surfing,M,NaN,Minor inury from shark's fin
6696ff4dc10ca7acadf715b7,128,128,2022,Sea Disaster,USA,Louisiana,Fishing,M,40,Minor injuries to hands
6696ff4dc10ca7acadf715b8,129,129,2022,Unprovoked,BAHAMAS,NaN,Diving,M,NaN,Torso bitten
6696ff4dc10ca7acadf715b9,130,130,2022,Provoked,USA,Mississippi,Fishing,M,NaN,Minor injuries
6696ff4dc10ca7acadf715ba,131,131,2022,Unprovoked,USA,Hawaii,Snorkeling,M,51,"No injury, swim fin bitten"
6696ff4dc10ca7acadf715bb,132,132,2022,Unprovoked,AUSTRALIA,South Australia,Surf skiing ,M,19,"No injury, ski holed by shark"
6696ff4dc10ca7acadf715bc,133,133,2022,Provoked,USA,Florida,Fishing,M,15,Minor injury to leg by hooked shark
6696ff4dc10ca7acadf715bd,134,134,2022,Unprovoked,USA,Louisiana,Shipwreck,M,40,Hand bitten
6696ff4dc10ca7acadf715be,135,135,2022,Unprovoked,AUSTRALIA,Western  Australia,Spearfishing,M,38,"Multiple injuries to left shoulder, arm and hand"
6696ff4dc10ca7acadf715bf,136,136,2022,Unprovoked,AUSTRALIA,Victoria,Surfing,M,17,Lacerations to foot
6696ff4dc10ca7acadf715c0,137,137,2022,Unprovoked,USA,California,Surfing,M,31,Thigh injured
6696ff4dc10ca7acadf715c1,138,138,2022,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,F,39,FATAL
6696ff4dc10ca7acadf715c2,139,139,2022,Unprovoked,USA,Florida,Spearfishing,M,26,Severe injuries to right arm
6696ff4dc10ca7acadf715c3,140,140,2022,Unprovoked,BAHAMAS,NaN,Snorkeling,F,58,FATAL
6696ff4dc10ca7acadf715c4,141,141,2022,Unprovoked,USA,Hawaii,Swimming  or Snorkeling,F,51,Injuries to left arm and right hand
6696ff4dc10ca7acadf715c5,142,142,2022,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,14,Puncture wounds to right hand & forearm
6696ff4dc10ca7acadf715c6,143,143,2022,Unprovoked,AUSTRALIA,New South Wales,Kayaking,M,NaN,"No injury, kayak bitten in half"
6696ff4dc10ca7acadf715c7,144,144,2022,Unprovoked,USA,South Carolina,Swimming,F,NaN,Minor injury to leg
6696ff4dc10ca7acadf715c8,145,145,2022,Unprovoked,USA,South Carolina,Standing,F,NaN,Multiple lLacerations to right forearm
6696ff4dc10ca7acadf715c9,146,146,2022,Unprovoked,AUSTRALIA,Westerm Australia,Spearfishing,M,17,Lacerations to lower legs
6696ff4dc10ca7acadf715ca,147,147,2022,Unprovoked,USA,Florida,Snorkeling,M,10,"Lower left leg severely bitten, necessitating surgical amputation"
6696ff4dc10ca7acadf715cb,148,148,2022,Unprovoked,USA,California,Paddleboarding,M,NaN,"No injury, board bitten"
6696ff4dc10ca7acadf715cc,149,149,2022,Unprovoked,ENGLAND,Cornwall,Snorkeling,F,NaN,Minor injury to leg
6696ff4dc10ca7acadf715cd,150,150,2022,Unprovoked,USA,Florida,Lobstering,M,13,Injury to upper lip
6696ff4dc10ca7acadf715ce,151,151,2022,Unprovoked,USA,Florida,Wading,M,33,Minor bite to left  foot
6696ff4dc10ca7acadf715cf,152,152,2022,Unprovoked,USA,New York,Surfing,M,16,Four-inch cut to right foot
6696ff4dc10ca7acadf715d0,153,153,2022,Questionable,USA,Florida,NaN,NaN,NaN,minor injuries
6696ff4dc10ca7acadf715d1,154,154,2022,Unprovoked,USA,Noirth Carolina,Surfing,F,NaN,Lacerations to lower leg
6696ff4dc10ca7acadf715d2,155,155,2022,Provoked,USA,Florida,Fishing,M,NaN,Fingrt bitten while releasing hooked shark PROVOKED INCUDEBT
6696ff4dc10ca7acadf715d3,156,156,2022,Unprovoked,USA,Florida,NaN,F,40,Minor lacerations to left calf
6696ff4dc10ca7acadf715d4,157,157,2022,Unprovoked,USA,New York,NaN,M,49,Left wrist and buttocks bitten
6696ff4dc10ca7acadf715d5,158,158,2022,Unprovoked,USA,New York,Surfing,M,41,Two-inch laceration to leg
6696ff4dc10ca7acadf715d6,159,159,2022,Unprovoked,USA,Florida,Surfing,M,30s,Minor injury to foot
6696ff4dc10ca7acadf715d7,160,160,2022,Unprovoked,USA,New York,Lifeguard Training Exercise,M,17,Minor injury to foot
6696ff4dc10ca7acadf715d8,161,161,2022,Unprovoked,JAPAN,Okinawa,Snorkeling,M,60,FATAL
6696ff4dc10ca7acadf715d9,162,162,2022,Unprovoked,USA,Florida,Surfing,M,28,Foot bitten
6696ff4dc10ca7acadf715da,163,163,2022,Unprovoked,USA,New York,Lifeguard Exercises,M,NaN,Injuries to chest and right hand
6696ff4dc10ca7acadf715db,164,164,2022,Unprovoked,INDONESIA,Bali,Surfing,F,NaN,Lacerations to foot
6696ff4dc10ca7acadf715dc,165,165,2022,Unprovoked,EGYPT,"Hurghada, Red Sea Governorate",Snorkeling,F,40s,FATAL
6696ff4dc10ca7acadf715dd,166,166,2022,Unprovoked,EGYPT,"Hurghada, Red Sea Governorate",Swimming,F,68,FATAL
6696ff4dc10ca7acadf715de,167,167,2022,Unprovoked,USA,New York,Swimming,M,NaN,Injury to right foot
6696ff4dc10ca7acadf715df,168,168,2022,Unprovoked,USA,Florida,Scalloping,F,17,Severe bites to leg
6696ff4dc10ca7acadf715e0,169,169,2022,Unprovoked,USA,Florida,Swimming,F,35,Laceration to leg
6696ff4dc10ca7acadf715e1,170,170,2022,Unprovoked,USA,Florida,Jumped into water,M,NaN,Laceration to leg
6696ff4dc10ca7acadf715e2,171,171,2022,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,NaN,FATAL
6696ff4dc10ca7acadf715e3,172,172,2022,Unprovoked,JAMAICA,NaN,Fishing,M,NaN,Right arm severed
6696ff4dc10ca7acadf715e4,173,173,2022,Unprovoked,USA,Florida,NaN,F,NaN,Leg bitten
6696ff4dc10ca7acadf715e5,174,174,2022,Unprovoked,USA,California,Swimming,M,62,Stomach and leg injuries including a broken femur
6696ff4dc10ca7acadf715e6,175,175,2022,Unprovoked,USA,South Carolina,NaN,M,teen,NaN
6696ff4dc10ca7acadf715e7,176,176,2022,Unprovoked,AUSTRALIA,Western Australia,Swimming,F,NaN,Minor injury
6696ff4dc10ca7acadf715e8,177,177,2022,Unprovoked,AUSTRALIA,Western Australia,Surfing,NaN,NaN,Knocked off board by a  shark.   No injury
6696ff4dc10ca7acadf715e9,178,178,2022,Unprovoked,AUSTRALIA,Western Australia,Diving,M,20,No Injury
6696ff4dc10ca7acadf715ea,179,179,2022,Provoked,BELIZE,Ambergris Cay,Spearfishing,M,NaN,Right hand and forearm bitten PROVOKED INCIDENT
6696ff4dc10ca7acadf715eb,180,180,2022,Unprovoked,MALDIVES,NaN,Fishing,M,62,Right cakf bitten when he fell overboard
6696ff4dc10ca7acadf715ec,181,181,2022,Unprovoked,FRENCH POLYNESIA,Bora Bora,NaN,NaN,NaN,Hand bitten
6696ff4dc10ca7acadf715ed,182,182,2022,Provoked,USA,Georgia,Fishing,M,NaN,Thumb bitten by hooked shark PROVOKED INCIDENT
6696ff4dc10ca7acadf715ee,183,183,2022,Unprovoked,THAILAND,Phuket,Playing in the water,M,8,Laceration to left calf
6696ff4dc10ca7acadf715ef,184,184,2022,Unprovoked,FRENCH POLYNESIA,Tahiti,NaN,M,22,Cut to knee
6696ff4dc10ca7acadf715f0,185,185,2022,Unprovoked,AUSTRALIA,NaN,Paddleboarding,M,32,"No injury, knocked off board by shark chasing a turtle"
6696ff4dc10ca7acadf715f1,186,186,2022,Unprovoked,USA,Florida,NaN, M,56,Laceration to lower leg
6696ff4dc10ca7acadf715f2,187,187,2022,Unprovoked,USA,Alabama,Swimming,M,17,Bite to right foot
6696ff4dc10ca7acadf715f3,188,188,2022,Unprovoked,USA,Florida,Standing,M,Teen,Bite near big toe
6696ff4dc10ca7acadf715f4,189,189,2022,Provoked,USA,New Jersey,Feeding sharks & stingrays,F,12,Finger nipped by captive shark PROVOKED INCIDENT
6696ff4dc10ca7acadf715f5,190,190,2022,Unprovoked,USA,Florida,Kayaking,M,NaN,No injury to occupants. Kayak bitten
6696ff4dc10ca7acadf715f6,191,191,2022,NaN,SOUTH AFRICA,KZN,NaN,M,NaN,Possible drowing and scavenging
6696ff4dc10ca7acadf715f7,192,192,2022,Provoked,USA,Florida,Fishing,M,50s,Knee bitten                    PROVOKED INCIDENT
6696ff4dc10ca7acadf715f8,193,193,2022,Unprovoked,COLUMBIA,Isla De San Andres,Swimming,M,56,FATAL
6696ff4dc10ca7acadf715f9,194,194,2022,Unprovoked,NEW ZEALAND,South Island,Surfing,M,NaN,"No injury, shark leapt on surfboard"
6696ff4dc10ca7acadf715fa,195,195,2022,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,32,Lacerations and punctures to leg and foot
6696ff4dc10ca7acadf715fb,196,196,2022,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,NaN,NaN
6696ff4dc10ca7acadf715fc,197,197,2022,Unprovoked,USA,Florida,Surfing,M,20,Bite to right foot
6696ff4dc10ca7acadf715fd,198,198,2022,Provoked,USA,Florida,Fishing,M,21,Minor injuries to knee and calf of left leg                            PROVOKED INCIDENT                 
6696ff4dc10ca7acadf715fe,199,199,2022,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,NaN,"No injury, board bitten"
6696ff4dc10ca7acadf715ff,200,200,2022,Unprovoked,USA,California,Boogie boarding,M,42,FATAL
6696ff4dc10ca7acadf71600,201,201,2022,?,BAHAMAS,Grand  Bahama Island,Diving,M,51,Arm bitten
6696ff4dc10ca7acadf71601,202,202,2022,Unprovoked,AUSTRALIA,Queensland,Fihing,M,NaN,Lacerations to left thigh
6696ff4dc10ca7acadf71602,203,203,2022,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,36,FATAL
6696ff4dc10ca7acadf71603,204,204,2022,Unprovoked,MEXICO,Sonora,Surface Supplied  Diving,M,56,FATAL
6696ff4dc10ca7acadf71604,205,205,2022,Unprovoked,USA,Florida,Surfing,M,18,Puncture wounds to foot
6696ff4dc10ca7acadf71605,206,206,2022,Provoked,BAHAMAS,NaN,NaN,F,37,Minor injury
6696ff4dc10ca7acadf71606,207,207,2022,NaN,COSTA RICA,Guanacoste,Diving,F,50,Right forearm and left hand injured
6696ff4dc10ca7acadf71607,208,208,2022,Unprovoked,AUSTRALIA,Western Australia,Floating in inflatable pool ring,F,20,Torso bitten
6696ff4dc10ca7acadf71608,209,209,2022,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,M,Foot bitten
6696ff4dc10ca7acadf71609,210,210,2022,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,M,NaN,"Knees, ankles & feet bitten"
6696ff4dc10ca7acadf7160a,211,211,2022,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing for sharks,M,NaN,"PROVOKED INCIDENT               No injury to occupants, shark bit ski"
6696ff4dc10ca7acadf7160b,212,212,2022,Unprovoked,NEW ZEALAND,South Island,Swimming,F,13,Puncture wounds
6696ff4dc10ca7acadf7160c,213,213,2022,Unprovoked,USA,Florida,Wing Foil Surfing,F,42,Punctures to leg
6696ff4dc10ca7acadf7160d,214,214,2022,Unprovoked,AUSTRALIA,New South Wales,NaN,F,42,Minor lacerations to lower thigh
6696ff4dc10ca7acadf7160e,215,215,2022,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,40s,"No injury, knocked off board"
6696ff4dc10ca7acadf7160f,216,216,2021,Unprovoked,New Zealand,South Island,Swimming,F,9,Laceration to big toe
